2021-12-10 16:44:49,705 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-12-10 16:44:49,746 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-12-10 16:44:49,747 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2021-12-10 16:44:49,748 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2021-12-10 16:44:49,766 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-12-10 16:44:49,769 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-12-10 16:44:49,771 INFO  SwAddin.cs: 201 - Setting up command manager
2021-12-10 16:44:49,772 INFO  SwAddin.cs: 204 - Adding command manager
2021-12-10 16:44:49,775 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-12-10 16:44:49,776 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-12-10 16:44:49,777 INFO  SwAddin.cs: 210 - Adding event handlers
2021-12-10 16:44:50,038 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-12-10 16:52:08,518 INFO  SwAddin.cs: 294 - Assembly export called for file Montagem2.SLDASM
2021-12-10 16:52:11,959 INFO  SwAddin.cs: 313 - Saving assembly
2021-12-10 16:52:14,309 INFO  SwAddin.cs: 316 - Opening property manager
2021-12-10 16:52:14,396 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Montagem2.SLDASM
2021-12-10 16:52:14,484 INFO  ExportHelperExtension.cs: 1136 - Found 49 in Montagem2.SLDASM
2021-12-10 16:52:14,485 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Montagem2.SLDASM
2021-12-10 16:52:14,485 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-10 16:52:14,514 INFO  ExportHelperExtension.cs: 1160 - 9 components to check
2021-12-10 16:52:14,528 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Corpo do Robo-1
2021-12-10 16:52:14,528 INFO  ExportHelperExtension.cs: 1136 - Found 43 in Corpo do Robo-1
2021-12-10 16:52:14,529 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Corpo do Robo-1
2021-12-10 16:52:14,529 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from RODA DE BORRACHA MACIÇA 250mm-1
2021-12-10 16:52:14,530 INFO  ExportHelperExtension.cs: 1136 - Found 24 in RODA DE BORRACHA MACIÇA 250mm-1
2021-12-10 16:52:14,530 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in RODA DE BORRACHA MACIÇA 250mm-1
2021-12-10 16:52:14,531 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rodizio-2
2021-12-10 16:52:14,531 INFO  ExportHelperExtension.cs: 1136 - Found 58 in Rodizio-2
2021-12-10 16:52:14,532 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rodizio-2
2021-12-10 16:52:14,532 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Rodizio-1
2021-12-10 16:52:14,532 INFO  ExportHelperExtension.cs: 1136 - Found 58 in Rodizio-1
2021-12-10 16:52:14,533 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Rodizio-1
